asset_id,asset_type,room_id,room_name,category,tier,component_id,component_name,component_kind,state_key,priority,prompt
broadcast_array_t2__waveform_monitor_bank__cooldown,state_variant,broadcast_array_t2,Broadcast Array Room,communication,2,waveform_monitor_bank,Waveform Monitor Bank,interactive,cooldown,p1,"Using the attached style reference and matching the base component exactly, create state variant 'cooldown' for component 'Waveform Monitor Bank' in 'Broadcast Array Room'. Change only state cues: reduced glow with cooling/venting cues and amber warning flicker. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
broadcast_array_t2__waveform_monitor_bank__damaged,state_variant,broadcast_array_t2,Broadcast Array Room,communication,2,waveform_monitor_bank,Waveform Monitor Bank,interactive,damaged,p1,"Using the attached style reference and matching the base component exactly, create state variant 'damaged' for component 'Waveform Monitor Bank' in 'Broadcast Array Room'. Change only state cues: visible wear, sparks or cracks, warning lights and degraded output. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
broadcast_array_t2__waveform_monitor_bank__depleted,state_variant,broadcast_array_t2,Broadcast Array Room,communication,2,waveform_monitor_bank,Waveform Monitor Bank,interactive,depleted,p1,"Using the attached style reference and matching the base component exactly, create state variant 'depleted' for component 'Waveform Monitor Bank' in 'Broadcast Array Room'. Change only state cues: minimal or no glow, offline indicators, depleted resource cues. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
broadcast_array_t2__waveform_monitor_bank__idle,state_variant,broadcast_array_t2,Broadcast Array Room,communication,2,waveform_monitor_bank,Waveform Monitor Bank,interactive,idle,p1,"Using the attached style reference and matching the base component exactly, create state variant 'idle' for component 'Waveform Monitor Bank' in 'Broadcast Array Room'. Change only state cues: stable indicator lights, neutral glow, no motion cues. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
broadcast_array_t2__room_composite__v1,room_composite,broadcast_array_t2,Broadcast Array Room,communication,2,room_composite,Room Composite,composite,base,p0,"Using the attached style reference, compose one 2:1 spacecraft room tile for 'Broadcast Array Room' using these components: wall_schematic_zone, rack_bay_frame, phased_array_schematic_display, signal_processing_rack, waveform_monitor_bank, directional_control_joystick. Keep module shell rectangular with flat top/bottom for stacking. Include only listed components and consistent accent lighting. No text, no labels, no UI, no rocket exterior. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
cargo_bay_t1__ceiling_rail_track__base,component,cargo_bay_t1,Cargo Bay Room,storage,1,ceiling_rail_track,ceiling rail track,structural,base,p1,"Using the attached style reference, create a single isolated room component sprite for a spacecraft dollhouse interior system. Component: ceiling_rail_track. Category: Cargo Bay Room. Side-view cross-section, clean cutout silhouette, no text, no labels, no UI, no characters. Designed for 2:1 room tile composition. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
cargo_bay_t1__ceiling_robotic_arm__base,component,cargo_bay_t1,Cargo Bay Room,storage,1,ceiling_robotic_arm,Ceiling Robotic Arm,interactive,base,p0,"Using the attached style reference, create a single isolated room component sprite for a spacecraft dollhouse interior system. Component: Ceiling Robotic Arm. Category: Cargo Bay Room. Side-view cross-section, clean cutout silhouette, no text, no labels, no UI, no characters. Designed for 2:1 room tile composition. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
cargo_bay_t1__floor_anchor_grid__base,component,cargo_bay_t1,Cargo Bay Room,storage,1,floor_anchor_grid,floor anchor grid,structural,base,p1,"Using the attached style reference, create a single isolated room component sprite for a spacecraft dollhouse interior system. Component: floor_anchor_grid. Category: Cargo Bay Room. Side-view cross-section, clean cutout silhouette, no text, no labels, no UI, no characters. Designed for 2:1 room tile composition. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
cargo_bay_t1__inventory_terminal__base,component,cargo_bay_t1,Cargo Bay Room,storage,1,inventory_terminal,Inventory Terminal,interactive,base,p0,"Using the attached style reference, create a single isolated room component sprite for a spacecraft dollhouse interior system. Component: Inventory Terminal. Category: Cargo Bay Room. Side-view cross-section, clean cutout silhouette, no text, no labels, no UI, no characters. Designed for 2:1 room tile composition. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
cargo_bay_t1__ore_crates_set__base,component,cargo_bay_t1,Cargo Bay Room,storage,1,ore_crates_set,Ore Crates,interactive,base,p0,"Using the attached style reference, create a single isolated room component sprite for a spacecraft dollhouse interior system. Component: Ore Crates. Category: Cargo Bay Room. Side-view cross-section, clean cutout silhouette, no text, no labels, no UI, no characters. Designed for 2:1 room tile composition. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
cargo_bay_t1__specimen_containers_clamped__base,component,cargo_bay_t1,Cargo Bay Room,storage,1,specimen_containers_clamped,Specimen Containers,interactive,base,p0,"Using the attached style reference, create a single isolated room component sprite for a spacecraft dollhouse interior system. Component: Specimen Containers. Category: Cargo Bay Room. Side-view cross-section, clean cutout silhouette, no text, no labels, no UI, no characters. Designed for 2:1 room tile composition. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
cargo_bay_t1__ceiling_robotic_arm__active,state_variant,cargo_bay_t1,Cargo Bay Room,storage,1,ceiling_robotic_arm,Ceiling Robotic Arm,interactive,active,p1,"Using the attached style reference and matching the base component exactly, create state variant 'active' for component 'Ceiling Robotic Arm' in 'Cargo Bay Room'. Change only state cues: brighter active glow, subtle motion/energy cues, engaged indicators. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
cargo_bay_t1__ceiling_robotic_arm__cooldown,state_variant,cargo_bay_t1,Cargo Bay Room,storage,1,ceiling_robotic_arm,Ceiling Robotic Arm,interactive,cooldown,p1,"Using the attached style reference and matching the base component exactly, create state variant 'cooldown' for component 'Ceiling Robotic Arm' in 'Cargo Bay Room'. Change only state cues: reduced glow with cooling/venting cues and amber warning flicker. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
cargo_bay_t1__ceiling_robotic_arm__damaged,state_variant,cargo_bay_t1,Cargo Bay Room,storage,1,ceiling_robotic_arm,Ceiling Robotic Arm,interactive,damaged,p1,"Using the attached style reference and matching the base component exactly, create state variant 'damaged' for component 'Ceiling Robotic Arm' in 'Cargo Bay Room'. Change only state cues: visible wear, sparks or cracks, warning lights and degraded output. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
cargo_bay_t1__ceiling_robotic_arm__depleted,state_variant,cargo_bay_t1,Cargo Bay Room,storage,1,ceiling_robotic_arm,Ceiling Robotic Arm,interactive,depleted,p1,"Using the attached style reference and matching the base component exactly, create state variant 'depleted' for component 'Ceiling Robotic Arm' in 'Cargo Bay Room'. Change only state cues: minimal or no glow, offline indicators, depleted resource cues. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
cargo_bay_t1__ceiling_robotic_arm__idle,state_variant,cargo_bay_t1,Cargo Bay Room,storage,1,ceiling_robotic_arm,Ceiling Robotic Arm,interactive,idle,p1,"Using the attached style reference and matching the base component exactly, create state variant 'idle' for component 'Ceiling Robotic Arm' in 'Cargo Bay Room'. Change only state cues: stable indicator lights, neutral glow, no motion cues. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
cargo_bay_t1__inventory_terminal__active,state_variant,cargo_bay_t1,Cargo Bay Room,storage,1,inventory_terminal,Inventory Terminal,interactive,active,p1,"Using the attached style reference and matching the base component exactly, create state variant 'active' for component 'Inventory Terminal' in 'Cargo Bay Room'. Change only state cues: brighter active glow, subtle motion/energy cues, engaged indicators. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
cargo_bay_t1__inventory_terminal__cooldown,state_variant,cargo_bay_t1,Cargo Bay Room,storage,1,inventory_terminal,Inventory Terminal,interactive,cooldown,p1,"Using the attached style reference and matching the base component exactly, create state variant 'cooldown' for component 'Inventory Terminal' in 'Cargo Bay Room'. Change only state cues: reduced glow with cooling/venting cues and amber warning flicker. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
cargo_bay_t1__inventory_terminal__damaged,state_variant,cargo_bay_t1,Cargo Bay Room,storage,1,inventory_terminal,Inventory Terminal,interactive,damaged,p1,"Using the attached style reference and matching the base component exactly, create state variant 'damaged' for component 'Inventory Terminal' in 'Cargo Bay Room'. Change only state cues: visible wear, sparks or cracks, warning lights and degraded output. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
cargo_bay_t1__inventory_terminal__depleted,state_variant,cargo_bay_t1,Cargo Bay Room,storage,1,inventory_terminal,Inventory Terminal,interactive,depleted,p1,"Using the attached style reference and matching the base component exactly, create state variant 'depleted' for component 'Inventory Terminal' in 'Cargo Bay Room'. Change only state cues: minimal or no glow, offline indicators, depleted resource cues. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
cargo_bay_t1__inventory_terminal__idle,state_variant,cargo_bay_t1,Cargo Bay Room,storage,1,inventory_terminal,Inventory Terminal,interactive,idle,p1,"Using the attached style reference and matching the base component exactly, create state variant 'idle' for component 'Inventory Terminal' in 'Cargo Bay Room'. Change only state cues: stable indicator lights, neutral glow, no motion cues. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
cargo_bay_t1__ore_crates_set__active,state_variant,cargo_bay_t1,Cargo Bay Room,storage,1,ore_crates_set,Ore Crates,interactive,active,p1,"Using the attached style reference and matching the base component exactly, create state variant 'active' for component 'Ore Crates' in 'Cargo Bay Room'. Change only state cues: brighter active glow, subtle motion/energy cues, engaged indicators. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
cargo_bay_t1__ore_crates_set__cooldown,state_variant,cargo_bay_t1,Cargo Bay Room,storage,1,ore_crates_set,Ore Crates,interactive,cooldown,p1,"Using the attached style reference and matching the base component exactly, create state variant 'cooldown' for component 'Ore Crates' in 'Cargo Bay Room'. Change only state cues: reduced glow with cooling/venting cues and amber warning flicker. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
cargo_bay_t1__ore_crates_set__damaged,state_variant,cargo_bay_t1,Cargo Bay Room,storage,1,ore_crates_set,Ore Crates,interactive,damaged,p1,"Using the attached style reference and matching the base component exactly, create state variant 'damaged' for component 'Ore Crates' in 'Cargo Bay Room'. Change only state cues: visible wear, sparks or cracks, warning lights and degraded output. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
cargo_bay_t1__ore_crates_set__depleted,state_variant,cargo_bay_t1,Cargo Bay Room,storage,1,ore_crates_set,Ore Crates,interactive,depleted,p1,"Using the attached style reference and matching the base component exactly, create state variant 'depleted' for component 'Ore Crates' in 'Cargo Bay Room'. Change only state cues: minimal or no glow, offline indicators, depleted resource cues. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
cargo_bay_t1__ore_crates_set__idle,state_variant,cargo_bay_t1,Cargo Bay Room,storage,1,ore_crates_set,Ore Crates,interactive,idle,p1,"Using the attached style reference and matching the base component exactly, create state variant 'idle' for component 'Ore Crates' in 'Cargo Bay Room'. Change only state cues: stable indicator lights, neutral glow, no motion cues. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
cargo_bay_t1__specimen_containers_clamped__active,state_variant,cargo_bay_t1,Cargo Bay Room,storage,1,specimen_containers_clamped,Specimen Containers,interactive,active,p1,"Using the attached style reference and matching the base component exactly, create state variant 'active' for component 'Specimen Containers' in 'Cargo Bay Room'. Change only state cues: brighter active glow, subtle motion/energy cues, engaged indicators. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
cargo_bay_t1__specimen_containers_clamped__cooldown,state_variant,cargo_bay_t1,Cargo Bay Room,storage,1,specimen_containers_clamped,Specimen Containers,interactive,cooldown,p1,"Using the attached style reference and matching the base component exactly, create state variant 'cooldown' for component 'Specimen Containers' in 'Cargo Bay Room'. Change only state cues: reduced glow with cooling/venting cues and amber warning flicker. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
cargo_bay_t1__specimen_containers_clamped__damaged,state_variant,cargo_bay_t1,Cargo Bay Room,storage,1,specimen_containers_clamped,Specimen Containers,interactive,damaged,p1,"Using the attached style reference and matching the base component exactly, create state variant 'damaged' for component 'Specimen Containers' in 'Cargo Bay Room'. Change only state cues: visible wear, sparks or cracks, warning lights and degraded output. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
cargo_bay_t1__specimen_containers_clamped__depleted,state_variant,cargo_bay_t1,Cargo Bay Room,storage,1,specimen_containers_clamped,Specimen Containers,interactive,depleted,p1,"Using the attached style reference and matching the base component exactly, create state variant 'depleted' for component 'Specimen Containers' in 'Cargo Bay Room'. Change only state cues: minimal or no glow, offline indicators, depleted resource cues. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
cargo_bay_t1__specimen_containers_clamped__idle,state_variant,cargo_bay_t1,Cargo Bay Room,storage,1,specimen_containers_clamped,Specimen Containers,interactive,idle,p1,"Using the attached style reference and matching the base component exactly, create state variant 'idle' for component 'Specimen Containers' in 'Cargo Bay Room'. Change only state cues: stable indicator lights, neutral glow, no motion cues. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
cargo_bay_t1__room_composite__v1,room_composite,cargo_bay_t1,Cargo Bay Room,storage,1,room_composite,Room Composite,composite,base,p0,"Using the attached style reference, compose one 2:1 spacecraft room tile for 'Cargo Bay Room' using these components: floor_anchor_grid, ceiling_rail_track, ore_crates_set, specimen_containers_clamped, ceiling_robotic_arm, inventory_terminal. Keep module shell rectangular with flat top/bottom for stacking. Include only listed components and consistent accent lighting. No text, no labels, no UI, no rocket exterior. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
comms_relay_t1__antenna_diagram_panel_zone__base,component,comms_relay_t1,Comms Relay Room,communication,1,antenna_diagram_panel_zone,antenna diagram panel zone,structural,base,p1,"Using the attached style reference, create a single isolated room component sprite for a spacecraft dollhouse interior system. Component: antenna_diagram_panel_zone. Category: Comms Relay Room. Side-view cross-section, clean cutout silhouette, no text, no labels, no UI, no characters. Designed for 2:1 room tile composition. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
comms_relay_t1__ceiling_booster_mount__base,component,comms_relay_t1,Comms Relay Room,communication,1,ceiling_booster_mount,ceiling booster mount,structural,base,p1,"Using the attached style reference, create a single isolated room component sprite for a spacecraft dollhouse interior system. Component: ceiling_booster_mount. Category: Comms Relay Room. Side-view cross-section, clean cutout silhouette, no text, no labels, no UI, no characters. Designed for 2:1 room tile composition. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
comms_relay_t1__rotating_dish_mechanism__base,component,comms_relay_t1,Comms Relay Room,communication,1,rotating_dish_mechanism,Rotating Dish Mechanism,interactive,base,p0,"Using the attached style reference, create a single isolated room component sprite for a spacecraft dollhouse interior system. Component: Rotating Dish Mechanism. Category: Comms Relay Room. Side-view cross-section, clean cutout silhouette, no text, no labels, no UI, no characters. Designed for 2:1 room tile composition. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
comms_relay_t1__signal_booster_components__base,component,comms_relay_t1,Comms Relay Room,communication,1,signal_booster_components,Signal Booster Components,interactive,base,p0,"Using the attached style reference, create a single isolated room component sprite for a spacecraft dollhouse interior system. Component: Signal Booster Components. Category: Comms Relay Room. Side-view cross-section, clean cutout silhouette, no text, no labels, no UI, no characters. Designed for 2:1 room tile composition. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
comms_relay_t1__transmission_console__base,component,comms_relay_t1,Comms Relay Room,communication,1,transmission_console,Transmission Console,interactive,base,p0,"Using the attached style reference, create a single isolated room component sprite for a spacecraft dollhouse interior system. Component: Transmission Console. Category: Comms Relay Room. Side-view cross-section, clean cutout silhouette, no text, no labels, no UI, no characters. Designed for 2:1 room tile composition. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
comms_relay_t1__waveform_display__base,component,comms_relay_t1,Comms Relay Room,communication,1,waveform_display,Waveform Display,interactive,base,p0,"Using the attached style reference, create a single isolated room component sprite for a spacecraft dollhouse interior system. Component: Waveform Display. Category: Comms Relay Room. Side-view cross-section, clean cutout silhouette, no text, no labels, no UI, no characters. Designed for 2:1 room tile composition. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
comms_relay_t1__rotating_dish_mechanism__active,state_variant,comms_relay_t1,Comms Relay Room,communication,1,rotating_dish_mechanism,Rotating Dish Mechanism,interactive,active,p1,"Using the attached style reference and matching the base component exactly, create state variant 'active' for component 'Rotating Dish Mechanism' in 'Comms Relay Room'. Change only state cues: brighter active glow, subtle motion/energy cues, engaged indicators. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
comms_relay_t1__rotating_dish_mechanism__cooldown,state_variant,comms_relay_t1,Comms Relay Room,communication,1,rotating_dish_mechanism,Rotating Dish Mechanism,interactive,cooldown,p1,"Using the attached style reference and matching the base component exactly, create state variant 'cooldown' for component 'Rotating Dish Mechanism' in 'Comms Relay Room'. Change only state cues: reduced glow with cooling/venting cues and amber warning flicker. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
comms_relay_t1__rotating_dish_mechanism__damaged,state_variant,comms_relay_t1,Comms Relay Room,communication,1,rotating_dish_mechanism,Rotating Dish Mechanism,interactive,damaged,p1,"Using the attached style reference and matching the base component exactly, create state variant 'damaged' for component 'Rotating Dish Mechanism' in 'Comms Relay Room'. Change only state cues: visible wear, sparks or cracks, warning lights and degraded output. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
comms_relay_t1__rotating_dish_mechanism__depleted,state_variant,comms_relay_t1,Comms Relay Room,communication,1,rotating_dish_mechanism,Rotating Dish Mechanism,interactive,depleted,p1,"Using the attached style reference and matching the base component exactly, create state variant 'depleted' for component 'Rotating Dish Mechanism' in 'Comms Relay Room'. Change only state cues: minimal or no glow, offline indicators, depleted resource cues. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
comms_relay_t1__rotating_dish_mechanism__idle,state_variant,comms_relay_t1,Comms Relay Room,communication,1,rotating_dish_mechanism,Rotating Dish Mechanism,interactive,idle,p1,"Using the attached style reference and matching the base component exactly, create state variant 'idle' for component 'Rotating Dish Mechanism' in 'Comms Relay Room'. Change only state cues: stable indicator lights, neutral glow, no motion cues. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
comms_relay_t1__signal_booster_components__active,state_variant,comms_relay_t1,Comms Relay Room,communication,1,signal_booster_components,Signal Booster Components,interactive,active,p1,"Using the attached style reference and matching the base component exactly, create state variant 'active' for component 'Signal Booster Components' in 'Comms Relay Room'. Change only state cues: brighter active glow, subtle motion/energy cues, engaged indicators. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
comms_relay_t1__signal_booster_components__cooldown,state_variant,comms_relay_t1,Comms Relay Room,communication,1,signal_booster_components,Signal Booster Components,interactive,cooldown,p1,"Using the attached style reference and matching the base component exactly, create state variant 'cooldown' for component 'Signal Booster Components' in 'Comms Relay Room'. Change only state cues: reduced glow with cooling/venting cues and amber warning flicker. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
comms_relay_t1__signal_booster_components__damaged,state_variant,comms_relay_t1,Comms Relay Room,communication,1,signal_booster_components,Signal Booster Components,interactive,damaged,p1,"Using the attached style reference and matching the base component exactly, create state variant 'damaged' for component 'Signal Booster Components' in 'Comms Relay Room'. Change only state cues: visible wear, sparks or cracks, warning lights and degraded output. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
comms_relay_t1__signal_booster_components__depleted,state_variant,comms_relay_t1,Comms Relay Room,communication,1,signal_booster_components,Signal Booster Components,interactive,depleted,p1,"Using the attached style reference and matching the base component exactly, create state variant 'depleted' for component 'Signal Booster Components' in 'Comms Relay Room'. Change only state cues: minimal or no glow, offline indicators, depleted resource cues. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
comms_relay_t1__signal_booster_components__idle,state_variant,comms_relay_t1,Comms Relay Room,communication,1,signal_booster_components,Signal Booster Components,interactive,idle,p1,"Using the attached style reference and matching the base component exactly, create state variant 'idle' for component 'Signal Booster Components' in 'Comms Relay Room'. Change only state cues: stable indicator lights, neutral glow, no motion cues. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
comms_relay_t1__transmission_console__active,state_variant,comms_relay_t1,Comms Relay Room,communication,1,transmission_console,Transmission Console,interactive,active,p1,"Using the attached style reference and matching the base component exactly, create state variant 'active' for component 'Transmission Console' in 'Comms Relay Room'. Change only state cues: brighter active glow, subtle motion/energy cues, engaged indicators. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
comms_relay_t1__transmission_console__cooldown,state_variant,comms_relay_t1,Comms Relay Room,communication,1,transmission_console,Transmission Console,interactive,cooldown,p1,"Using the attached style reference and matching the base component exactly, create state variant 'cooldown' for component 'Transmission Console' in 'Comms Relay Room'. Change only state cues: reduced glow with cooling/venting cues and amber warning flicker. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
comms_relay_t1__transmission_console__damaged,state_variant,comms_relay_t1,Comms Relay Room,communication,1,transmission_console,Transmission Console,interactive,damaged,p1,"Using the attached style reference and matching the base component exactly, create state variant 'damaged' for component 'Transmission Console' in 'Comms Relay Room'. Change only state cues: visible wear, sparks or cracks, warning lights and degraded output. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
comms_relay_t1__transmission_console__depleted,state_variant,comms_relay_t1,Comms Relay Room,communication,1,transmission_console,Transmission Console,interactive,depleted,p1,"Using the attached style reference and matching the base component exactly, create state variant 'depleted' for component 'Transmission Console' in 'Comms Relay Room'. Change only state cues: minimal or no glow, offline indicators, depleted resource cues. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
comms_relay_t1__transmission_console__idle,state_variant,comms_relay_t1,Comms Relay Room,communication,1,transmission_console,Transmission Console,interactive,idle,p1,"Using the attached style reference and matching the base component exactly, create state variant 'idle' for component 'Transmission Console' in 'Comms Relay Room'. Change only state cues: stable indicator lights, neutral glow, no motion cues. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
comms_relay_t1__waveform_display__active,state_variant,comms_relay_t1,Comms Relay Room,communication,1,waveform_display,Waveform Display,interactive,active,p1,"Using the attached style reference and matching the base component exactly, create state variant 'active' for component 'Waveform Display' in 'Comms Relay Room'. Change only state cues: brighter active glow, subtle motion/energy cues, engaged indicators. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
comms_relay_t1__waveform_display__cooldown,state_variant,comms_relay_t1,Comms Relay Room,communication,1,waveform_display,Waveform Display,interactive,cooldown,p1,"Using the attached style reference and matching the base component exactly, create state variant 'cooldown' for component 'Waveform Display' in 'Comms Relay Room'. Change only state cues: reduced glow with cooling/venting cues and amber warning flicker. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
comms_relay_t1__waveform_display__damaged,state_variant,comms_relay_t1,Comms Relay Room,communication,1,waveform_display,Waveform Display,interactive,damaged,p1,"Using the attached style reference and matching the base component exactly, create state variant 'damaged' for component 'Waveform Display' in 'Comms Relay Room'. Change only state cues: visible wear, sparks or cracks, warning lights and degraded output. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
comms_relay_t1__waveform_display__depleted,state_variant,comms_relay_t1,Comms Relay Room,communication,1,waveform_display,Waveform Display,interactive,depleted,p1,"Using the attached style reference and matching the base component exactly, create state variant 'depleted' for component 'Waveform Display' in 'Comms Relay Room'. Change only state cues: minimal or no glow, offline indicators, depleted resource cues. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
comms_relay_t1__waveform_display__idle,state_variant,comms_relay_t1,Comms Relay Room,communication,1,waveform_display,Waveform Display,interactive,idle,p1,"Using the attached style reference and matching the base component exactly, create state variant 'idle' for component 'Waveform Display' in 'Comms Relay Room'. Change only state cues: stable indicator lights, neutral glow, no motion cues. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
