asset_id,packet,status,image_file,json_file,qa_pass,notes
sample_lab_t2__containment_tubes_pair__usage_100,packet_13.json,todo,sample_lab_t2__containment_tubes_pair__usage_100.png,sample_lab_t2__containment_tubes_pair__usage_100.json,no,
sample_lab_t2__containment_tubes_pair__usage_25_49,packet_13.json,todo,sample_lab_t2__containment_tubes_pair__usage_25_49.png,sample_lab_t2__containment_tubes_pair__usage_25_49.json,no,
sample_lab_t2__containment_tubes_pair__usage_50_74,packet_13.json,todo,sample_lab_t2__containment_tubes_pair__usage_50_74.png,sample_lab_t2__containment_tubes_pair__usage_50_74.json,no,
sample_lab_t2__containment_tubes_pair__usage_75_99,packet_13.json,todo,sample_lab_t2__containment_tubes_pair__usage_75_99.png,sample_lab_t2__containment_tubes_pair__usage_75_99.json,no,
sample_lab_t2__microscope_arm__usage_0_24,packet_13.json,todo,sample_lab_t2__microscope_arm__usage_0_24.png,sample_lab_t2__microscope_arm__usage_0_24.json,no,
sample_lab_t2__microscope_arm__usage_100,packet_13.json,todo,sample_lab_t2__microscope_arm__usage_100.png,sample_lab_t2__microscope_arm__usage_100.json,no,
sample_lab_t2__microscope_arm__usage_25_49,packet_13.json,todo,sample_lab_t2__microscope_arm__usage_25_49.png,sample_lab_t2__microscope_arm__usage_25_49.json,no,
sample_lab_t2__microscope_arm__usage_50_74,packet_13.json,todo,sample_lab_t2__microscope_arm__usage_50_74.png,sample_lab_t2__microscope_arm__usage_50_74.json,no,
sample_lab_t2__microscope_arm__usage_75_99,packet_13.json,todo,sample_lab_t2__microscope_arm__usage_75_99.png,sample_lab_t2__microscope_arm__usage_75_99.json,no,
sample_lab_t2__specimen_trays__usage_0_24,packet_13.json,todo,sample_lab_t2__specimen_trays__usage_0_24.png,sample_lab_t2__specimen_trays__usage_0_24.json,no,
sample_lab_t2__specimen_trays__usage_100,packet_14.json,todo,sample_lab_t2__specimen_trays__usage_100.png,sample_lab_t2__specimen_trays__usage_100.json,no,
sample_lab_t2__specimen_trays__usage_25_49,packet_14.json,todo,sample_lab_t2__specimen_trays__usage_25_49.png,sample_lab_t2__specimen_trays__usage_25_49.json,no,
sample_lab_t2__specimen_trays__usage_50_74,packet_14.json,todo,sample_lab_t2__specimen_trays__usage_50_74.png,sample_lab_t2__specimen_trays__usage_50_74.json,no,
sample_lab_t2__specimen_trays__usage_75_99,packet_14.json,todo,sample_lab_t2__specimen_trays__usage_75_99.png,sample_lab_t2__specimen_trays__usage_75_99.json,no,
small_reactor_t1__compact_reactor_core_sphere__usage_0_24,packet_14.json,todo,small_reactor_t1__compact_reactor_core_sphere__usage_0_24.png,small_reactor_t1__compact_reactor_core_sphere__usage_0_24.json,no,
small_reactor_t1__compact_reactor_core_sphere__usage_100,packet_14.json,todo,small_reactor_t1__compact_reactor_core_sphere__usage_100.png,small_reactor_t1__compact_reactor_core_sphere__usage_100.json,no,
small_reactor_t1__compact_reactor_core_sphere__usage_25_49,packet_14.json,todo,small_reactor_t1__compact_reactor_core_sphere__usage_25_49.png,small_reactor_t1__compact_reactor_core_sphere__usage_25_49.json,no,
small_reactor_t1__compact_reactor_core_sphere__usage_50_74,packet_14.json,todo,small_reactor_t1__compact_reactor_core_sphere__usage_50_74.png,small_reactor_t1__compact_reactor_core_sphere__usage_50_74.json,no,
small_reactor_t1__compact_reactor_core_sphere__usage_75_99,packet_14.json,todo,small_reactor_t1__compact_reactor_core_sphere__usage_75_99.png,small_reactor_t1__compact_reactor_core_sphere__usage_75_99.json,no,
small_tank_t1__frosted_fuel_viewport_small__usage_0_24,packet_14.json,todo,small_tank_t1__frosted_fuel_viewport_small__usage_0_24.png,small_tank_t1__frosted_fuel_viewport_small__usage_0_24.json,no,
small_tank_t1__frosted_fuel_viewport_small__usage_100,packet_14.json,todo,small_tank_t1__frosted_fuel_viewport_small__usage_100.png,small_tank_t1__frosted_fuel_viewport_small__usage_100.json,no,
small_tank_t1__frosted_fuel_viewport_small__usage_25_49,packet_14.json,todo,small_tank_t1__frosted_fuel_viewport_small__usage_25_49.png,small_tank_t1__frosted_fuel_viewport_small__usage_25_49.json,no,
small_tank_t1__frosted_fuel_viewport_small__usage_50_74,packet_15.json,todo,small_tank_t1__frosted_fuel_viewport_small__usage_50_74.png,small_tank_t1__frosted_fuel_viewport_small__usage_50_74.json,no,
small_tank_t1__frosted_fuel_viewport_small__usage_75_99,packet_15.json,todo,small_tank_t1__frosted_fuel_viewport_small__usage_75_99.png,small_tank_t1__frosted_fuel_viewport_small__usage_75_99.json,no,
small_tank_t1__fuel_tanks_dual__usage_0_24,packet_15.json,todo,small_tank_t1__fuel_tanks_dual__usage_0_24.png,small_tank_t1__fuel_tanks_dual__usage_0_24.json,no,
small_tank_t1__fuel_tanks_dual__usage_100,packet_15.json,todo,small_tank_t1__fuel_tanks_dual__usage_100.png,small_tank_t1__fuel_tanks_dual__usage_100.json,no,
small_tank_t1__fuel_tanks_dual__usage_25_49,packet_15.json,todo,small_tank_t1__fuel_tanks_dual__usage_25_49.png,small_tank_t1__fuel_tanks_dual__usage_25_49.json,no,
small_tank_t1__fuel_tanks_dual__usage_50_74,packet_15.json,todo,small_tank_t1__fuel_tanks_dual__usage_50_74.png,small_tank_t1__fuel_tanks_dual__usage_50_74.json,no,
small_tank_t1__fuel_tanks_dual__usage_75_99,packet_15.json,todo,small_tank_t1__fuel_tanks_dual__usage_75_99.png,small_tank_t1__fuel_tanks_dual__usage_75_99.json,no,
spectral_analyser_t3__analytical_sample_trays__usage_0_24,packet_15.json,todo,spectral_analyser_t3__analytical_sample_trays__usage_0_24.png,spectral_analyser_t3__analytical_sample_trays__usage_0_24.json,no,
spectral_analyser_t3__analytical_sample_trays__usage_100,packet_15.json,todo,spectral_analyser_t3__analytical_sample_trays__usage_100.png,spectral_analyser_t3__analytical_sample_trays__usage_100.json,no,
spectral_analyser_t3__analytical_sample_trays__usage_25_49,packet_15.json,todo,spectral_analyser_t3__analytical_sample_trays__usage_25_49.png,spectral_analyser_t3__analytical_sample_trays__usage_25_49.json,no,
spectral_analyser_t3__analytical_sample_trays__usage_50_74,packet_15.json,todo,spectral_analyser_t3__analytical_sample_trays__usage_50_74.png,spectral_analyser_t3__analytical_sample_trays__usage_50_74.json,no,
spectral_analyser_t3__analytical_sample_trays__usage_75_99,packet_15.json,todo,spectral_analyser_t3__analytical_sample_trays__usage_75_99.png,spectral_analyser_t3__analytical_sample_trays__usage_75_99.json,no,
subsurface_probe_t2__subsurface_probe_body__usage_0_24,packet_16.json,todo,subsurface_probe_t2__subsurface_probe_body__usage_0_24.png,subsurface_probe_t2__subsurface_probe_body__usage_0_24.json,no,
subsurface_probe_t2__subsurface_probe_body__usage_100,packet_16.json,todo,subsurface_probe_t2__subsurface_probe_body__usage_100.png,subsurface_probe_t2__subsurface_probe_body__usage_100.json,no,
subsurface_probe_t2__subsurface_probe_body__usage_25_49,packet_16.json,todo,subsurface_probe_t2__subsurface_probe_body__usage_25_49.png,subsurface_probe_t2__subsurface_probe_body__usage_25_49.json,no,
subsurface_probe_t2__subsurface_probe_body__usage_50_74,packet_16.json,todo,subsurface_probe_t2__subsurface_probe_body__usage_50_74.png,subsurface_probe_t2__subsurface_probe_body__usage_50_74.json,no,
subsurface_probe_t2__subsurface_probe_body__usage_75_99,packet_16.json,todo,subsurface_probe_t2__subsurface_probe_body__usage_75_99.png,subsurface_probe_t2__subsurface_probe_body__usage_75_99.json,no,
telescope_t2__telescope_tube_main__usage_0_24,packet_16.json,todo,telescope_t2__telescope_tube_main__usage_0_24.png,telescope_t2__telescope_tube_main__usage_0_24.json,no,
telescope_t2__telescope_tube_main__usage_100,packet_16.json,todo,telescope_t2__telescope_tube_main__usage_100.png,telescope_t2__telescope_tube_main__usage_100.json,no,
telescope_t2__telescope_tube_main__usage_25_49,packet_16.json,todo,telescope_t2__telescope_tube_main__usage_25_49.png,telescope_t2__telescope_tube_main__usage_25_49.json,no,
telescope_t2__telescope_tube_main__usage_50_74,packet_16.json,todo,telescope_t2__telescope_tube_main__usage_50_74.png,telescope_t2__telescope_tube_main__usage_50_74.json,no,
telescope_t2__telescope_tube_main__usage_75_99,packet_16.json,todo,telescope_t2__telescope_tube_main__usage_75_99.png,telescope_t2__telescope_tube_main__usage_75_99.json,no,
