asset_id,packet,status,image_file,json_file,qa_pass,notes
spectral_analyser_t3__analytical_sample_trays__cooldown,packet_14.json,todo,spectral_analyser_t3__analytical_sample_trays__cooldown.png,spectral_analyser_t3__analytical_sample_trays__cooldown.json,no,
spectral_analyser_t3__analytical_sample_trays__damaged,packet_15.json,todo,spectral_analyser_t3__analytical_sample_trays__damaged.png,spectral_analyser_t3__analytical_sample_trays__damaged.json,no,
spectral_analyser_t3__analytical_sample_trays__depleted,packet_15.json,todo,spectral_analyser_t3__analytical_sample_trays__depleted.png,spectral_analyser_t3__analytical_sample_trays__depleted.json,no,
spectral_analyser_t3__analytical_sample_trays__idle,packet_15.json,todo,spectral_analyser_t3__analytical_sample_trays__idle.png,spectral_analyser_t3__analytical_sample_trays__idle.json,no,
spectral_analyser_t3__composition_band_display__active,packet_15.json,todo,spectral_analyser_t3__composition_band_display__active.png,spectral_analyser_t3__composition_band_display__active.json,no,
spectral_analyser_t3__composition_band_display__cooldown,packet_15.json,todo,spectral_analyser_t3__composition_band_display__cooldown.png,spectral_analyser_t3__composition_band_display__cooldown.json,no,
spectral_analyser_t3__composition_band_display__damaged,packet_15.json,todo,spectral_analyser_t3__composition_band_display__damaged.png,spectral_analyser_t3__composition_band_display__damaged.json,no,
spectral_analyser_t3__composition_band_display__depleted,packet_15.json,todo,spectral_analyser_t3__composition_band_display__depleted.png,spectral_analyser_t3__composition_band_display__depleted.json,no,
spectral_analyser_t3__composition_band_display__idle,packet_15.json,todo,spectral_analyser_t3__composition_band_display__idle.png,spectral_analyser_t3__composition_band_display__idle.json,no,
spectral_analyser_t3__spectral_splitter_prism__active,packet_15.json,todo,spectral_analyser_t3__spectral_splitter_prism__active.png,spectral_analyser_t3__spectral_splitter_prism__active.json,no,
spectral_analyser_t3__spectral_splitter_prism__cooldown,packet_15.json,todo,spectral_analyser_t3__spectral_splitter_prism__cooldown.png,spectral_analyser_t3__spectral_splitter_prism__cooldown.json,no,
spectral_analyser_t3__spectral_splitter_prism__damaged,packet_15.json,todo,spectral_analyser_t3__spectral_splitter_prism__damaged.png,spectral_analyser_t3__spectral_splitter_prism__damaged.json,no,
spectral_analyser_t3__spectral_splitter_prism__depleted,packet_15.json,todo,spectral_analyser_t3__spectral_splitter_prism__depleted.png,spectral_analyser_t3__spectral_splitter_prism__depleted.json,no,
spectral_analyser_t3__spectral_splitter_prism__idle,packet_16.json,todo,spectral_analyser_t3__spectral_splitter_prism__idle.png,spectral_analyser_t3__spectral_splitter_prism__idle.json,no,
spectral_analyser_t3__spectrograph_output_screen__active,packet_16.json,todo,spectral_analyser_t3__spectrograph_output_screen__active.png,spectral_analyser_t3__spectrograph_output_screen__active.json,no,
spectral_analyser_t3__spectrograph_output_screen__cooldown,packet_16.json,todo,spectral_analyser_t3__spectrograph_output_screen__cooldown.png,spectral_analyser_t3__spectrograph_output_screen__cooldown.json,no,
spectral_analyser_t3__spectrograph_output_screen__damaged,packet_16.json,todo,spectral_analyser_t3__spectrograph_output_screen__damaged.png,spectral_analyser_t3__spectrograph_output_screen__damaged.json,no,
spectral_analyser_t3__spectrograph_output_screen__depleted,packet_16.json,todo,spectral_analyser_t3__spectrograph_output_screen__depleted.png,spectral_analyser_t3__spectrograph_output_screen__depleted.json,no,
spectral_analyser_t3__spectrograph_output_screen__idle,packet_16.json,todo,spectral_analyser_t3__spectrograph_output_screen__idle.png,spectral_analyser_t3__spectrograph_output_screen__idle.json,no,
spectral_analyser_t3__room_composite__v1,packet_16.json,todo,spectral_analyser_t3__room_composite__v1.png,spectral_analyser_t3__room_composite__v1.json,no,
subsurface_probe_t2__floor_launch_doors__base,packet_16.json,todo,subsurface_probe_t2__floor_launch_doors__base.png,subsurface_probe_t2__floor_launch_doors__base.json,no,
subsurface_probe_t2__launch_tube_housing__base,packet_16.json,todo,subsurface_probe_t2__launch_tube_housing__base.png,subsurface_probe_t2__launch_tube_housing__base.json,no,
subsurface_probe_t2__probe_folded_antennae__base,packet_16.json,todo,subsurface_probe_t2__probe_folded_antennae__base.png,subsurface_probe_t2__probe_folded_antennae__base.json,no,
subsurface_probe_t2__subsurface_probe_body__base,packet_16.json,todo,subsurface_probe_t2__subsurface_probe_body__base.png,subsurface_probe_t2__subsurface_probe_body__base.json,no,
subsurface_probe_t2__targeting_terminal__base,packet_16.json,todo,subsurface_probe_t2__targeting_terminal__base.png,subsurface_probe_t2__targeting_terminal__base.json,no,
subsurface_probe_t2__probe_folded_antennae__active,packet_17.json,todo,subsurface_probe_t2__probe_folded_antennae__active.png,subsurface_probe_t2__probe_folded_antennae__active.json,no,
subsurface_probe_t2__probe_folded_antennae__cooldown,packet_17.json,todo,subsurface_probe_t2__probe_folded_antennae__cooldown.png,subsurface_probe_t2__probe_folded_antennae__cooldown.json,no,
subsurface_probe_t2__probe_folded_antennae__damaged,packet_17.json,todo,subsurface_probe_t2__probe_folded_antennae__damaged.png,subsurface_probe_t2__probe_folded_antennae__damaged.json,no,
subsurface_probe_t2__probe_folded_antennae__depleted,packet_17.json,todo,subsurface_probe_t2__probe_folded_antennae__depleted.png,subsurface_probe_t2__probe_folded_antennae__depleted.json,no,
subsurface_probe_t2__probe_folded_antennae__idle,packet_17.json,todo,subsurface_probe_t2__probe_folded_antennae__idle.png,subsurface_probe_t2__probe_folded_antennae__idle.json,no,
subsurface_probe_t2__subsurface_probe_body__active,packet_17.json,todo,subsurface_probe_t2__subsurface_probe_body__active.png,subsurface_probe_t2__subsurface_probe_body__active.json,no,
subsurface_probe_t2__subsurface_probe_body__cooldown,packet_17.json,todo,subsurface_probe_t2__subsurface_probe_body__cooldown.png,subsurface_probe_t2__subsurface_probe_body__cooldown.json,no,
subsurface_probe_t2__subsurface_probe_body__damaged,packet_17.json,todo,subsurface_probe_t2__subsurface_probe_body__damaged.png,subsurface_probe_t2__subsurface_probe_body__damaged.json,no,
subsurface_probe_t2__subsurface_probe_body__depleted,packet_17.json,todo,subsurface_probe_t2__subsurface_probe_body__depleted.png,subsurface_probe_t2__subsurface_probe_body__depleted.json,no,
subsurface_probe_t2__subsurface_probe_body__idle,packet_17.json,todo,subsurface_probe_t2__subsurface_probe_body__idle.png,subsurface_probe_t2__subsurface_probe_body__idle.json,no,
subsurface_probe_t2__targeting_terminal__active,packet_17.json,todo,subsurface_probe_t2__targeting_terminal__active.png,subsurface_probe_t2__targeting_terminal__active.json,no,
subsurface_probe_t2__targeting_terminal__cooldown,packet_17.json,todo,subsurface_probe_t2__targeting_terminal__cooldown.png,subsurface_probe_t2__targeting_terminal__cooldown.json,no,
subsurface_probe_t2__targeting_terminal__damaged,packet_18.json,todo,subsurface_probe_t2__targeting_terminal__damaged.png,subsurface_probe_t2__targeting_terminal__damaged.json,no,
subsurface_probe_t2__targeting_terminal__depleted,packet_18.json,todo,subsurface_probe_t2__targeting_terminal__depleted.png,subsurface_probe_t2__targeting_terminal__depleted.json,no,
subsurface_probe_t2__targeting_terminal__idle,packet_18.json,todo,subsurface_probe_t2__targeting_terminal__idle.png,subsurface_probe_t2__targeting_terminal__idle.json,no,
subsurface_probe_t2__room_composite__v1,packet_18.json,todo,subsurface_probe_t2__room_composite__v1.png,subsurface_probe_t2__room_composite__v1.json,no,
